loaded tokenizer from checkpoints/002-rope/tokenizer.json
step 552 train_loss 4.0152
step 553 train_loss 4.0218
step 554 train_loss 4.0090
step 555 train_loss 3.9851
step 556 train_loss 4.0361
step 557 train_loss 4.0309
step 558 train_loss 4.0155
step 559 train_loss 4.0306
step 560 train_loss 4.0271
step 561 train_loss 3.9874
step 562 train_loss 4.0540
step 563 train_loss 4.0410
step 564 train_loss 4.0420
step 565 train_loss 4.0486
step 566 train_loss 4.0137
step 567 train_loss 4.0181
step 568 train_loss 3.9678
step 569 train_loss 4.0207
step 570 train_loss 3.9750
step 571 train_loss 3.9579
step 572 train_loss 3.9755
step 573 train_loss 4.0098
step 574 train_loss 4.0160
step 575 train_loss 3.9576
step 576 train_loss 4.0099
step 577 train_loss 3.9761
step 578 train_loss 3.9575
step 579 train_loss 3.9580
step 580 train_loss 4.0081
step 581 train_loss 3.9485
step 582 train_loss 3.9864
step 583 train_loss 4.0007
step 584 train_loss 3.8867
step 585 train_loss 3.9503
step 586 train_loss 3.9933
step 587 train_loss 3.8934
step 588 train_loss 3.9489
step 589 train_loss 4.0043
step 590 train_loss 3.9912
step 591 train_loss 3.9817
step 592 train_loss 3.9379
step 593 train_loss 3.8914
step 594 train_loss 3.9071
step 595 train_loss 3.9501
step 596 train_loss 3.8799
step 597 train_loss 3.9650
step 598 train_loss 3.9188
step 599 train_loss 3.9235
step 600 train_loss 3.9502 val_loss 4.2823 expert_frac [0.50, 0.51, 0.50, 0.49] aux 8.0124
step 601 train_loss 3.9594
step 602 train_loss 3.9110
step 603 train_loss 3.9546
step 604 train_loss 3.9579
step 605 train_loss 3.9472
step 606 train_loss 3.9057
step 607 train_loss 3.9694
step 608 train_loss 3.9247
step 609 train_loss 3.9782
step 610 train_loss 3.8941
step 611 train_loss 3.9423
step 612 train_loss 3.9452
step 613 train_loss 3.8999
step 614 train_loss 3.8915
step 615 train_loss 3.9816
step 616 train_loss 3.8903
step 617 train_loss 3.8887
step 618 train_loss 3.9296
step 619 train_loss 3.8903
step 620 train_loss 3.9043
step 621 train_loss 3.8415
step 622 train_loss 3.8840
step 623 train_loss 3.8813
step 624 train_loss 3.8798
step 625 train_loss 3.9341
step 626 train_loss 3.9114
step 627 train_loss 3.8578
step 628 train_loss 3.9476
step 629 train_loss 3.8261
step 630 train_loss 3.8445
step 631 train_loss 3.8907
step 632 train_loss 3.9045
step 633 train_loss 3.8957
step 634 train_loss 3.8105
step 635 train_loss 3.8194
step 636 train_loss 3.9007
step 637 train_loss 3.8789
step 638 train_loss 3.9382
step 639 train_loss 3.8565
step 640 train_loss 3.8856
step 641 train_loss 3.8469
step 642 train_loss 3.8532
step 643 train_loss 3.8635
step 644 train_loss 3.8029
step 645 train_loss 3.8395
step 646 train_loss 3.9164
step 647 train_loss 3.8668
step 648 train_loss 3.8370
step 649 train_loss 3.8108
step 650 train_loss 3.8985 val_loss 4.1994 expert_frac [0.49, 0.49, 0.50, 0.52] aux 8.0059
step 651 train_loss 3.8648
step 652 train_loss 3.8777
step 653 train_loss 3.8513
step 654 train_loss 3.7934
step 655 train_loss 3.8407
step 656 train_loss 3.8476
step 657 train_loss 3.7934
step 658 train_loss 3.8942
step 659 train_loss 3.8447
step 660 train_loss 3.8833
step 661 train_loss 3.8699
step 662 train_loss 3.8567
step 663 train_loss 3.8610
step 664 train_loss 3.8993
step 665 train_loss 3.8051
step 666 train_loss 3.8309
step 667 train_loss 3.8877
step 668 train_loss 3.7510
step 669 train_loss 3.9236
step 670 train_loss 3.8646
step 671 train_loss 3.8184
step 672 train_loss 3.7954
step 673 train_loss 3.7740
step 674 train_loss 3.7394
step 675 train_loss 3.8224
step 676 train_loss 3.7694
step 677 train_loss 3.8163
step 678 train_loss 3.8255
step 679 train_loss 3.8656
step 680 train_loss 3.7577
step 681 train_loss 3.7884
step 682 train_loss 3.7916
step 683 train_loss 3.8578
step 684 train_loss 3.8119
step 685 train_loss 3.8066
step 686 train_loss 3.7970
step 687 train_loss 3.7782
step 688 train_loss 3.7811
step 689 train_loss 3.7656
step 690 train_loss 3.8571
step 691 train_loss 3.7587
step 692 train_loss 3.7624
step 693 train_loss 3.8478
step 694 train_loss 3.7816
step 695 train_loss 3.8346
